pitch_type,game_date,player_name,events,description,stand,p_throws,home_team,away_team,balls,strikes,hit_distance_sc,launch_speed,launch_angle,effective_speed,pitch_name
FF,2026-07-24,"Rogers, Trevor",double,hit_into_play,L,L,BAL,ATL,1,2,343,106.8,18,96,4-Seam Fastball
CU,2026-07-24,"Gore, MacKenzie",,ball,R,L,TEX,SEA,1,2,,,,84.1,Curveball
SL,2026-07-24,"Lopez, Jacob",walk,ball,R,L,MIN,ATH,3,2,,,,77.3,Slider
ST,2026-07-24,"Rogers, Trevor",,foul,L,L,BAL,ATL,1,2,148,69.3,69,79.8,Sweeper
FF,2026-07-24,"Gore, MacKenzie",,swinging_strike,R,L,TEX,SEA,1,1,,,,96.9,4-Seam Fastball
SL,2026-07-24,"Cameron, Noah",,ball,L,L,DET,KC,0,1,,,,87.6,Slider
SI,2026-07-24,"Cameron, Noah",,called_strike,L,L,DET,KC,0,0,,,,94.4,Sinker
FF,2026-07-24,"Gore, MacKenzie",,called_strike,R,L,TEX,SEA,1,0,,,,97,4-Seam Fastball
FF,2026-07-24,"Rogers, Trevor",,swinging_strike,L,L,BAL,ATL,1,1,,,,94.5,4-Seam Fastball
SL,2026-07-24,"Lopez, Jacob",,ball,R,L,MIN,ATH,2,2,,,,77.9,Slider
FC,2026-07-24,"Lopez, Jacob",,ball,R,L,MIN,ATH,1,2,,,,89.7,Cutter
FF,2026-07-24,"Gore, MacKenzie",,ball,R,L,TEX,SEA,0,0,,,,96.8,4-Seam Fastball
FF,2026-07-24,"Rogers, Trevor",,ball,L,L,BAL,ATL,0,1,,,,95.9,4-Seam Fastball
FC,2026-07-24,"Cameron, Noah",field_out,hit_into_play,R,L,DET,KC,2,2,14,105.2,-7,92.2,Cutter
FF,2026-07-24,"Rogers, Trevor",,foul,L,L,BAL,ATL,0,0,192,76.8,57,95.1,4-Seam Fastball
CH,2026-07-24,"Lopez, Jacob",,ball,R,L,MIN,ATH,0,2,,,,85.5,Changeup
CH,2026-07-24,"Cameron, Noah",,ball,R,L,DET,KC,1,2,,,,83.7,Changeup
SI,2026-07-24,"Gore, MacKenzie",walk,ball,L,L,TEX,SEA,3,2,,,,96.9,Sinker
FF,2026-07-24,"Gore, MacKenzie",,foul,L,L,TEX,SEA,3,1,201,84.3,15,96.1,4-Seam Fastball
SL,2026-07-24,"Lopez, Jacob",,foul,R,L,MIN,ATH,0,1,74,71.8,7,77.4,Slider
ST,2026-07-24,"Rogers, Trevor",strikeout,called_strike,L,L,BAL,ATL,2,2,,,,78.4,Sweeper
CU,2026-07-24,"Cameron, Noah",,ball,R,L,DET,KC,0,2,,,,84.2,Curveball
CU,2026-07-24,"Cameron, Noah",,called_strike,R,L,DET,KC,0,1,,,,80.9,Curveball
SL,2026-07-24,"Lopez, Jacob",,called_strike,R,L,MIN,ATH,0,0,,,,77.4,Slider
CH,2026-07-24,"Rogers, Trevor",,blocked_ball,L,L,BAL,ATL,1,2,,,,88,Changeup
FF,2026-07-24,"Gore, MacKenzie",,called_strike,L,L,TEX,SEA,3,0,,,,96.7,4-Seam Fastball
FF,2026-07-24,"Rogers, Trevor",,called_strike,L,L,BAL,ATL,1,1,,,,95,4-Seam Fastball
CH,2026-07-24,"Lopez, Jacob",field_out,hit_into_play,R,L,MIN,ATH,0,1,285,77.7,31,84.1,Changeup
SI,2026-07-24,"Gore, MacKenzie",,ball,L,L,TEX,SEA,2,0,,,,96.2,Sinker
FC,2026-07-24,"Cameron, Noah",,foul,R,L,DET,KC,0,0,,,,91,Cutter
SL,2026-07-24,"Gore, MacKenzie",,ball,L,L,TEX,SEA,1,0,,,,85.7,Slider
FF,2026-07-24,"Lopez, Jacob",,called_strike,R,L,MIN,ATH,0,0,,,,90.6,4-Seam Fastball
ST,2026-07-24,"Rogers, Trevor",,ball,L,L,BAL,ATL,0,1,,,,78.8,Sweeper
SL,2026-07-24,"Cameron, Noah",grounded_into_double_play,hit_into_play,R,L,DET,KC,0,1,6,87,-20,88,Slider
SI,2026-07-24,"Gore, MacKenzie",,ball,L,L,TEX,SEA,0,0,,,,97.4,Sinker
SI,2026-07-24,"Rogers, Trevor",,foul,L,L,BAL,ATL,0,0,293,89.1,31,94,Sinker
FC,2026-07-24,"Lopez, Jacob",field_out,hit_into_play,R,L,MIN,ATH,0,0,44,73.6,87,87.3,Cutter
CH,2026-07-24,"Cameron, Noah",,swinging_strike,R,L,DET,KC,0,0,,,,81.6,Changeup
FF,2026-07-24,"Lopez, Jacob",strikeout,swinging_strike,R,L,MIN,ATH,1,2,,,,94.3,4-Seam Fastball
FF,2026-07-24,"Gore, MacKenzie",single,hit_into_play,R,L,TEX,SEA,2,1,207,107.7,8,98.1,4-Seam Fastball
CH,2026-07-24,"Rogers, Trevor",single,hit_into_play,R,L,BAL,ATL,0,0,243,92,14,87.1,Changeup
SI,2026-07-24,"Cameron, Noah",single,hit_into_play,L,L,DET,KC,0,0,167,85.5,11,92.5,Sinker
FC,2026-07-24,"Lopez, Jacob",,swinging_strike,R,L,MIN,ATH,1,1,,,,89.3,Cutter
ST,2026-07-24,"Rogers, Trevor",strikeout,called_strike,L,L,BAL,ATL,0,2,,,,80.3,Sweeper
CU,2026-07-24,"Gore, MacKenzie",,ball,R,L,TEX,SEA,1,1,,,,84.2,Curveball
SL,2026-07-24,"Cameron, Noah",field_out,hit_into_play,R,L,DET,KC,1,1,186,74.7,50,85.4,Slider
SI,2026-07-24,"Rogers, Trevor",,foul,L,L,BAL,ATL,0,2,186,66.1,40,95.9,Sinker
CH,2026-07-24,"Gore, MacKenzie",,blocked_ball,R,L,TEX,SEA,0,1,,,,88.6,Changeup
FF,2026-07-24,"Cameron, Noah",,called_strike,R,L,DET,KC,1,0,,,,94.2,4-Seam Fastball
CH,2026-07-24,"Lopez, Jacob",,ball,R,L,MIN,ATH,0,1,,,,85.3,Changeup
FF,2026-07-24,"Gore, MacKenzie",,foul,R,L,TEX,SEA,0,0,,,,96.7,4-Seam Fastball
FF,2026-07-24,"Cameron, Noah",,ball,R,L,DET,KC,0,0,,,,93.3,4-Seam Fastball
ST,2026-07-24,"Rogers, Trevor",,foul,L,L,BAL,ATL,0,1,143,60.8,20,78.7,Sweeper
SL,2026-07-24,"Lopez, Jacob",,called_strike,R,L,MIN,ATH,0,0,,,,76.2,Slider
FF,2026-07-24,"Rogers, Trevor",,swinging_strike,L,L,BAL,ATL,0,0,,,,94.9,4-Seam Fastball
SL,2026-07-24,"Lopez, Jacob",strikeout,swinging_strike,R,L,MIN,ATH,1,2,,,,76.8,Slider
CH,2026-07-24,"Cameron, Noah",strikeout,swinging_strike,R,L,DET,KC,1,2,,,,81.1,Changeup
FF,2026-07-24,"Gore, MacKenzie",strikeout,swinging_strike,R,L,TEX,SEA,1,2,,,,97.4,4-Seam Fastball
CU,2026-07-24,"Cameron, Noah",,called_strike,R,L,DET,KC,1,1,,,,82.5,Curveball
FF,2026-07-24,"Lopez, Jacob",,ball,R,L,MIN,ATH,0,2,,,,92.7,4-Seam Fastball
FF,2026-07-24,"Rogers, Trevor",field_out,hit_into_play,R,L,BAL,ATL,1,1,282,91.9,49,95.8,4-Seam Fastball
FF,2026-07-24,"Gore, MacKenzie",,called_strike,R,L,TEX,SEA,1,1,,,,97.4,4-Seam Fastball
FC,2026-07-24,"Cameron, Noah",,foul,R,L,DET,KC,1,0,63,100.1,2,92.1,Cutter
FF,2026-07-24,"Gore, MacKenzie",,called_strike,R,L,TEX,SEA,1,0,,,,96.9,4-Seam Fastball
FF,2026-07-24,"Lopez, Jacob",,called_strike,R,L,MIN,ATH,0,1,,,,92.4,4-Seam Fastball
CH,2026-07-24,"Rogers, Trevor",,ball,R,L,BAL,ATL,0,1,,,,87.1,Changeup
FF,2026-07-24,"Gore, MacKenzie",,ball,R,L,TEX,SEA,0,0,,,,97.4,4-Seam Fastball
CH,2026-07-24,"Rogers, Trevor",,swinging_strike,R,L,BAL,ATL,0,0,,,,87,Changeup
FC,2026-07-24,"Lopez, Jacob",,called_strike,R,L,MIN,ATH,0,0,,,,85.3,Cutter
FC,2026-07-24,"Cameron, Noah",,ball,R,L,DET,KC,0,0,,,,93.5,Cutter
FC,2026-07-24,"Cameron, Noah",strikeout,swinging_strike,L,L,DET,KC,3,2,,,,93.4,Cutter
SL,2026-07-24,"Gore, MacKenzie",single,hit_into_play,L,L,TEX,SEA,0,0,50,86.3,2,86.5,Slider
FF,2026-07-24,"Lopez, Jacob",strikeout,swinging_strike,R,L,MIN,ATH,2,2,,,,93.4,4-Seam Fastball
ST,2026-07-24,"Rogers, Trevor",double,hit_into_play,R,L,BAL,ATL,1,2,88,97.6,3,76.6,Sweeper
SL,2026-07-24,"Cameron, Noah",,ball,L,L,DET,KC,2,2,,,,87.5,Slider
FF,2026-07-24,"Rogers, Trevor",,foul,R,L,BAL,ATL,1,1,239,73,48,94.6,4-Seam Fastball
SL,2026-07-24,"Lopez, Jacob",,foul,R,L,MIN,ATH,2,2,250,91.8,17,75.9,Slider
SI,2026-07-24,"Gore, MacKenzie",walk,ball,L,L,TEX,SEA,3,1,,,,96.6,Sinker
CH,2026-07-24,"Cameron, Noah",,ball,L,L,DET,KC,1,2,,,,81.9,Changeup
FF,2026-07-24,"Gore, MacKenzie",,ball,L,L,TEX,SEA,2,1,,,,97.3,4-Seam Fastball
ST,2026-07-24,"Rogers, Trevor",,ball,R,L,BAL,ATL,0,1,,,,76.7,Sweeper
FF,2026-07-24,"Lopez, Jacob",,foul_tip,R,L,MIN,ATH,2,1,,,,92.3,4-Seam Fastball
ST,2026-07-24,"Rogers, Trevor",,called_strike,R,L,BAL,ATL,0,0,,,,76,Sweeper
CU,2026-07-24,"Gore, MacKenzie",,ball,L,L,TEX,SEA,1,1,,,,84.8,Curveball
FF,2026-07-24,"Cameron, Noah",,foul,L,L,DET,KC,1,1,168,76.3,16,95.7,4-Seam Fastball
FF,2026-07-24,"Lopez, Jacob",,foul,R,L,MIN,ATH,2,0,117,75.2,10,91.1,4-Seam Fastball
ST,2026-07-24,"Rogers, Trevor",field_out,hit_into_play,R,L,BAL,ATL,0,2,355,95.2,30,76.9,Sweeper
FC,2026-07-24,"Cameron, Noah",,foul,L,L,DET,KC,1,0,146,76.7,13,90.8,Cutter
SI,2026-07-24,"Gore, MacKenzie",,ball,L,L,TEX,SEA,0,1,,,,98.2,Sinker
CH,2026-07-24,"Lopez, Jacob",,ball,R,L,MIN,ATH,1,0,,,,83,Changeup
SL,2026-07-24,"Gore, MacKenzie",,called_strike,L,L,TEX,SEA,0,0,,,,86.3,Slider
FF,2026-07-24,"Cameron, Noah",,ball,L,L,DET,KC,0,0,,,,94.8,4-Seam Fastball
FF,2026-07-24,"Lopez, Jacob",,ball,R,L,MIN,ATH,0,0,,,,89.5,4-Seam Fastball
FF,2026-07-24,"Rogers, Trevor",,foul,R,L,BAL,ATL,0,1,395,108.4,34,93.3,4-Seam Fastball
FF,2026-07-24,"Rogers, Trevor",,called_strike,R,L,BAL,ATL,0,0,,,,92.9,4-Seam Fastball
FF,2026-07-24,"Cameron, Noah",strikeout,called_strike,R,L,DET,KC,1,2,,,,94.7,4-Seam Fastball
FF,2026-07-24,"Lopez, Jacob",field_out,hit_into_play,R,L,MIN,ATH,3,2,77,92.7,1,92.4,4-Seam Fastball
FF,2026-07-24,"Gore, MacKenzie",strikeout,swinging_strike,R,L,TEX,SEA,1,2,,,,96.8,4-Seam Fastball
SL,2026-07-24,"Lopez, Jacob",,ball,R,L,MIN,ATH,2,2,,,,76.6,Slider
CH,2026-07-24,"Rogers, Trevor",field_out,hit_into_play,R,L,BAL,ATL,1,0,195,92.9,62,86.7,Changeup
FF,2026-07-24,"Cameron, Noah",,ball,R,L,DET,KC,0,2,,,,94.3,4-Seam Fastball
FF,2026-07-24,"Gore, MacKenzie",,swinging_strike,R,L,TEX,SEA,1,1,,,,96.2,4-Seam Fastball
CH,2026-07-24,"Cameron, Noah",,foul,R,L,DET,KC,0,1,4,82.4,-31,82.1,Changeup
FF,2026-07-24,"Gore, MacKenzie",,called_strike,R,L,TEX,SEA,1,0,,,,95.7,4-Seam Fastball
FF,2026-07-24,"Lopez, Jacob",,swinging_strike,R,L,MIN,ATH,2,1,,,,91.8,4-Seam Fastball
SI,2026-07-24,"Rogers, Trevor",,ball,R,L,BAL,ATL,0,0,,,,95.4,Sinker
CH,2026-07-24,"Lopez, Jacob",,ball,R,L,MIN,ATH,1,1,,,,83.5,Changeup
ST,2026-07-24,"Rogers, Trevor",field_out,hit_into_play,R,L,BAL,ATL,0,2,126,62.6,18,78.2,Sweeper
CU,2026-07-24,"Gore, MacKenzie",,ball,R,L,TEX,SEA,0,0,,,,81.9,Curveball
FC,2026-07-24,"Cameron, Noah",,swinging_strike,R,L,DET,KC,0,0,,,,90.1,Cutter
SL,2026-07-24,"Gore, MacKenzie",strikeout,swinging_strike,L,L,TEX,SEA,0,2,,,,85.3,Slider
